timestamp,src_ip,protocol,pkt_len,pkt_rate,pkt_count,ip_ttl,label
1755263338.226942,10.0.4.3,ICMP,60,47149.1,17,64,DDOS-Attack
1755274978.670236,192.168.254.122,ICMP,98,23.4,2,128,Normal
1755283518.606977,192.168.198.213,ICMP,98,39.1,4,255,Normal
1755289723.995172,192.168.242.2,HTTP,954,470.8,1,255,Normal
1755275171.073538,192.168.17.140,HTTP,741,414.5,3,255,Normal
1755289063.142484,192.168.81.118,HTTPS,383,16.6,2,64,Normal
1755279476.575754,192.168.146.152,HTTP,613,103.6,1,64,Normal
1755271381.826088,192.168.89.216,ICMP,60,8.8,2,128,Normal
1755274037.648631,192.168.117.146,UDP,214,339.9,3,128,Normal
1755280402.566058,192.168.4.47,UDP,1142,407.0,5,64,Normal
1755267897.410084,192.168.116.12,HTTPS,338,377.3,5,128,Normal
1755274161.817149,192.168.176.13,TCP,1169,138.9,4,128,Normal
1755282670.539308,192.168.151.60,ICMP,60,12.0,5,255,Normal
1755268199.56494,192.168.223.120,ICMP,60,8.0,5,255,Normal
1755285369.840532,192.168.244.55,HTTP,305,289.6,4,255,Normal
1755271859.191628,192.168.200.173,HTTPS,780,398.7,2,64,Normal
1755283922.836471,192.168.104.241,UDP,1475,273.6,5,64,Normal
1755284637.939512,192.168.246.129,ICMP,84,66.3,5,255,Normal
1755287073.001597,192.168.20.217,HTTPS,1327,84.5,4,128,Normal
1755274292.66092,192.168.140.235,HTTPS,1102,17.1,3,128,Normal
1755263338.940087,10.0.4.3,ICMP,60,38693.0,13,64,DDOS-Attack
1755272288.121144,192.168.32.50,HTTPS,98,407.8,2,64,Normal
1755285846.557241,192.168.7.71,ICMP,60,73.3,1,128,Normal
1755275427.009498,192.168.52.125,UDP,1252,485.8,1,64,Normal
1755265244.470714,192.168.24.74,TCP,146,184.3,2,128,Normal
1755277981.532519,192.168.47.164,HTTP,193,350.3,3,64,Normal
1755277586.871452,192.168.68.100,TCP,1440,475.3,1,64,Normal
1755287606.146387,192.168.93.50,HTTP,1380,245.7,4,128,Normal
1755290239.930044,192.168.30.153,UDP,661,486.4,3,128,Normal
1755270543.231153,192.168.194.73,HTTPS,450,83.6,5,128,Normal
1755289577.897186,192.168.226.8,TCP,340,161.5,4,64,Normal
1755265663.968392,192.168.206.87,HTTPS,618,430.3,2,255,Normal
1755285843.791372,192.168.118.50,HTTPS,816,445.4,4,64,Normal
1755281708.184409,192.168.233.45,TCP,1126,4.4,2,128,Normal
1755269903.275252,192.168.33.154,ICMP,60,18.0,1,128,Normal
1755276418.453254,192.168.5.177,ICMP,84,56.9,3,128,Normal
1755290019.786407,192.168.20.160,ICMP,84,97.5,4,128,Normal
1755265959.41147,192.168.106.11,HTTP,234,154.6,3,64,Normal
1755279057.795497,192.168.82.101,HTTPS,709,348.0,3,255,Normal
1755282536.256348,192.168.84.232,HTTP,497,110.3,4,255,Normal
1755276845.325884,192.168.51.178,TCP,424,23.4,5,128,Normal
1755276943.185842,192.168.151.234,ICMP,98,17.9,2,255,Normal
1755288506.896452,192.168.78.200,HTTP,74,188.2,3,128,Normal
1755290484.941293,192.168.13.58,ICMP,84,11.0,4,255,Normal
1755285452.047703,192.168.40.250,HTTP,1194,42.4,5,255,Normal
1755270614.279729,192.168.78.228,HTTP,1111,471.1,4,255,Normal
1755277138.378232,192.168.57.235,UDP,765,220.7,1,128,Normal
1755263338.038929,10.0.4.2,ICMP,60,6377.2,21,64,DDOS-Attack
1755290292.699544,192.168.216.18,TCP,1473,50.9,4,64,Normal
1755264053.617323,192.168.236.17,HTTP,1335,196.1,1,64,Normal
1755288109.56629,192.168.27.154,HTTPS,1198,426.5,5,128,Normal
1755278475.989004,192.168.193.136,ICMP,98,55.1,1,128,Normal
1755282793.313039,192.168.157.188,HTTP,1068,208.5,3,128,Normal
1755281695.251376,192.168.23.250,ICMP,98,72.9,4,64,Normal
1755276529.418927,192.168.157.220,UDP,1147,21.1,5,128,Normal
1755289497.021994,192.168.114.247,HTTPS,698,369.7,1,255,Normal
1755280098.674168,192.168.131.78,ICMP,98,61.2,4,64,Normal
1755273046.052179,192.168.36.26,HTTP,1423,189.7,5,128,Normal
1755289803.530164,192.168.82.84,TCP,712,363.1,2,64,Normal
1755263563.862388,192.168.215.253,HTTPS,1234,454.6,4,255,Normal
1755268670.72163,192.168.76.124,ICMP,84,57.1,5,64,Normal
1755266946.412649,192.168.54.52,UDP,1259,183.3,3,128,Normal
1755268399.35602,192.168.241.196,ICMP,60,59.0,4,128,Normal
1755264582.189982,192.168.18.42,UDP,1018,31.7,1,255,Normal
1755268825.701753,192.168.230.153,UDP,1095,319.5,5,255,Normal
1755275287.401367,192.168.137.8,TCP,603,339.6,5,255,Normal
1755271618.495868,192.168.226.59,UDP,99,27.8,2,128,Normal
1755268445.574633,192.168.65.204,UDP,974,303.2,3,255,Normal
1755277610.213211,192.168.72.48,HTTP,375,274.8,2,128,Normal
1755290767.700083,192.168.13.48,UDP,1478,461.7,1,128,Normal
1755266567.877607,192.168.237.18,HTTPS,407,442.3,2,255,Normal
1755268046.186258,192.168.230.119,HTTPS,1162,35.3,2,255,Normal
1755280426.742611,192.168.66.177,UDP,721,430.9,4,128,Normal
1755275019.194502,192.168.168.29,UDP,84,192.3,1,64,Normal
1755263339.157703,10.0.5.2,ICMP,60,44756.8,11,64,DDOS-Attack
1755274273.288518,192.168.199.198,ICMP,98,19.4,5,64,Normal
1755275697.643976,192.168.38.69,TCP,369,171.9,1,255,Normal
1755263618.824752,192.168.128.91,HTTP,402,114.1,3,64,Normal
1755270263.183836,192.168.55.121,TCP,849,50.0,5,128,Normal
1755265455.804554,192.168.252.226,HTTPS,1144,419.7,3,64,Normal
1755277262.839147,192.168.21.77,ICMP,60,84.9,1,64,Normal
1755282628.63838,192.168.175.60,HTTPS,1073,464.9,5,255,Normal
1755268106.716652,192.168.220.207,UDP,981,49.1,1,255,Normal
1755276876.890386,192.168.227.250,TCP,446,322.5,3,64,Normal
1755267936.394309,192.168.42.246,HTTP,973,255.3,3,255,Normal
1755272131.719883,192.168.62.34,TCP,303,79.4,5,128,Normal
1755274245.467754,192.168.141.201,HTTPS,932,440.3,3,255,Normal
1755279434.682971,192.168.175.33,UDP,322,430.4,2,64,Normal
1755273380.940312,192.168.5.73,HTTPS,96,127.0,1,64,Normal
1755281287.38771,192.168.112.163,TCP,744,63.6,5,64,Normal
1755277174.94366,192.168.219.7,ICMP,60,91.3,1,255,Normal
1755267515.043371,192.168.70.173,TCP,745,441.1,3,64,Normal
1755270648.010911,192.168.112.244,UDP,1189,184.6,2,128,Normal
1755279027.291588,192.168.50.65,HTTPS,851,137.6,3,255,Normal
1755276282.085731,192.168.26.156,UDP,739,253.1,1,128,Normal
1755277775.763221,192.168.230.238,ICMP,60,24.5,4,128,Normal
1755272360.235536,192.168.69.19,ICMP,60,29.5,4,64,Normal
1755263338.782433,10.0.1.3,ICMP,60,7843.7,25,64,DDOS-Attack
1755266008.744362,192.168.164.33,ICMP,98,32.0,1,255,Normal
1755275478.140508,192.168.218.54,UDP,605,364.7,2,128,Normal
1755270581.052419,192.168.152.40,TCP,1484,132.7,3,128,Normal
1755284975.814689,192.168.248.58,HTTPS,223,433.0,4,255,Normal
1755284477.119941,192.168.31.87,TCP,729,175.1,3,128,Normal
1755289964.050716,192.168.1.144,ICMP,60,39.2,2,255,Normal
1755271507.767409,192.168.144.107,TCP,974,292.9,1,128,Normal
1755284649.869181,192.168.21.190,HTTP,1404,322.4,2,64,Normal
1755275547.96016,192.168.125.44,TCP,341,234.5,3,64,Normal
1755271961.985868,192.168.95.232,ICMP,84,75.1,4,255,Normal
1755265549.803556,192.168.246.201,HTTPS,799,60.8,3,64,Normal
1755282570.69808,192.168.112.76,ICMP,60,54.6,5,255,Normal
1755275109.739107,192.168.35.67,ICMP,98,92.6,1,64,Normal
1755264616.682305,192.168.120.238,UDP,898,2.5,5,255,Normal
1755263339.312629,10.0.3.3,ICMP,60,45087.2,24,64,DDOS-Attack
1755282109.849659,192.168.54.51,HTTPS,913,343.4,1,255,Normal
1755287149.552449,192.168.184.153,HTTP,685,362.7,3,64,Normal
1755277842.968283,192.168.9.243,HTTP,530,439.9,1,64,Normal
1755270679.013529,192.168.53.77,ICMP,98,18.4,2,64,Normal
1755273920.825407,192.168.82.19,TCP,759,79.9,2,128,Normal
1755279216.25896,192.168.156.41,HTTP,1354,379.7,2,128,Normal
1755283623.515908,192.168.27.242,HTTPS,1212,249.7,5,255,Normal
1755275776.914421,192.168.90.169,HTTP,105,119.8,4,64,Normal
1755266031.838806,192.168.149.96,HTTPS,768,58.0,5,255,Normal
1755273738.034997,192.168.148.66,UDP,438,407.8,4,128,Normal
1755280566.717677,192.168.252.163,TCP,890,412.6,5,64,Normal
1755263338.260292,10.0.4.3,ICMP,60,37412.0,30,64,DDOS-Attack
1755289463.050099,192.168.45.131,HTTP,525,276.5,4,64,Normal
1755287722.468483,192.168.34.84,TCP,1141,211.9,5,255,Normal
1755269555.40011,192.168.164.238,ICMP,60,73.4,5,128,Normal
1755283251.203325,192.168.237.228,TCP,615,133.3,3,128,Normal
1755263339.013713,10.0.4.3,ICMP,60,22406.9,30,64,DDOS-Attack
1755279915.471559,192.168.117.154,UDP,875,414.7,2,128,Normal
1755282444.87293,192.168.156.80,HTTPS,1476,317.6,1,64,Normal
1755283671.430643,192.168.157.154,HTTPS,1078,386.8,5,255,Normal
1755285533.696763,192.168.127.239,UDP,268,372.7,2,128,Normal
1755266280.967219,192.168.148.69,UDP,515,383.6,1,128,Normal
1755276092.490694,192.168.78.84,ICMP,84,74.5,5,128,Normal
1755275845.211612,192.168.85.158,ICMP,60,26.9,4,64,Normal
1755277149.230332,192.168.47.73,HTTP,1377,2.0,5,255,Normal
1755270985.431568,192.168.121.87,UDP,530,257.4,3,128,Normal
1755283492.915827,192.168.52.23,UDP,271,175.7,3,128,Normal
1755290549.955299,192.168.112.50,UDP,558,269.9,4,255,Normal
1755264190.724763,192.168.133.106,HTTPS,1358,384.1,1,255,Normal
1755290138.703822,192.168.126.35,UDP,1448,67.3,1,255,Normal
1755264207.09951,192.168.204.109,HTTPS,1266,156.0,1,255,Normal
1755263338.54224,10.0.1.4,ICMP,60,11052.4,24,64,DDOS-Attack
1755266517.324899,192.168.239.190,ICMP,84,23.5,2,255,Normal
1755271066.111924,192.168.52.93,HTTP,478,445.6,3,128,Normal
1755263337.275856,10.0.5.5,ICMP,60,11178.2,22,64,DDOS-Attack
1755271958.347945,192.168.72.85,ICMP,84,74.6,1,128,Normal
1755278391.917785,192.168.123.204,ICMP,60,25.4,4,64,Normal
1755263337.320556,10.0.5.2,ICMP,60,36415.8,16,64,DDOS-Attack
1755263338.680994,10.0.4.1,ICMP,60,4910.9,26,64,DDOS-Attack
1755272601.263339,192.168.212.55,HTTPS,825,215.8,2,128,Normal
1755269702.931799,192.168.35.111,ICMP,84,7.6,5,64,Normal
1755282144.311077,192.168.71.171,TCP,1359,160.4,4,255,Normal
1755269027.36462,192.168.163.89,ICMP,84,36.3,4,64,Normal
1755264744.147751,192.168.230.58,ICMP,60,2.8,2,255,Normal
1755269115.877224,192.168.237.107,HTTP,332,339.0,1,128,Normal
1755263729.691,192.168.122.202,TCP,1406,443.7,2,64,Normal
1755283538.518855,192.168.196.120,HTTP,316,379.5,5,64,Normal
1755265411.854276,192.168.105.248,HTTP,871,224.5,5,128,Normal
1755283202.42218,192.168.88.67,TCP,816,89.5,1,128,Normal
1755272113.804461,192.168.83.150,UDP,1477,369.0,1,255,Normal
1755272758.603753,192.168.17.43,TCP,1024,306.8,4,255,Normal
1755263338.075823,10.0.4.3,ICMP,60,42170.5,28,64,DDOS-Attack
1755273227.795479,192.168.192.216,UDP,1078,246.4,5,255,Normal
1755269227.118064,192.168.135.3,TCP,1436,140.8,2,255,Normal
1755283076.038411,192.168.209.205,UDP,1369,196.2,5,255,Normal
1755279902.361632,192.168.158.133,HTTPS,258,70.6,5,64,Normal
1755265799.196437,192.168.108.23,HTTP,1417,495.8,5,128,Normal
1755287612.075556,192.168.47.28,HTTPS,1135,276.0,3,64,Normal
1755281759.482447,192.168.207.17,TCP,317,107.0,1,128,Normal
1755277153.800726,192.168.207.194,HTTP,1207,179.5,2,128,Normal
1755275183.070268,192.168.238.193,ICMP,60,28.1,3,64,Normal
1755271631.411429,192.168.63.227,HTTP,1419,293.2,3,128,Normal
1755289135.497794,192.168.89.53,HTTPS,1105,292.6,1,255,Normal
1755263717.335653,192.168.240.54,TCP,493,188.4,2,128,Normal
1755281224.554751,192.168.9.81,HTTP,590,103.5,3,64,Normal
1755267560.27886,192.168.249.147,ICMP,60,33.2,5,255,Normal
1755277931.262317,192.168.46.88,TCP,419,394.1,4,64,Normal
1755288826.460293,192.168.253.83,UDP,237,174.8,5,255,Normal
1755290423.533444,192.168.163.187,ICMP,84,3.7,4,64,Normal
1755267613.574265,192.168.174.159,HTTPS,128,402.4,5,255,Normal
1755277317.24256,192.168.173.83,HTTPS,841,86.9,4,64,Normal
1755273708.621066,192.168.74.191,TCP,344,490.5,2,255,Normal
1755285179.540807,192.168.43.66,ICMP,84,26.5,5,255,Normal
1755267446.00117,192.168.40.213,ICMP,84,28.4,4,255,Normal
1755283323.639694,192.168.230.98,TCP,1361,100.6,1,255,Normal
1755275252.731459,192.168.233.89,HTTP,485,484.3,5,128,Normal
1755273613.719207,192.168.91.217,ICMP,60,91.1,2,128,Normal
1755279151.724403,192.168.104.213,UDP,324,18.7,3,64,Normal
1755272851.713069,192.168.38.93,UDP,1117,466.2,1,128,Normal
1755264748.237055,192.168.184.65,UDP,637,339.5,5,64,Normal
1755272739.894272,192.168.68.22,HTTP,1303,4.8,2,64,Normal
1755268989.191145,192.168.219.14,ICMP,98,69.3,5,64,Normal
1755288303.861518,192.168.141.128,HTTPS,1271,434.4,3,255,Normal
1755285027.458463,192.168.143.78,ICMP,84,2.7,4,255,Normal
1755278651.69469,192.168.67.219,HTTP,900,261.0,3,128,Normal
1755271853.501293,192.168.242.54,HTTP,207,36.1,4,64,Normal
1755280690.887843,192.168.88.78,HTTP,1327,247.2,5,128,Normal
1755263339.1291,10.0.3.1,ICMP,60,32598.6,22,64,DDOS-Attack
1755277740.195807,192.168.202.222,ICMP,84,16.6,1,128,Normal
1755271820.162124,192.168.54.185,TCP,724,35.5,3,255,Normal
1755273041.06848,192.168.146.29,UDP,1255,136.3,3,128,Normal
1755264531.327724,192.168.193.123,ICMP,98,17.4,1,255,Normal
1755283683.546013,192.168.161.173,HTTP,918,408.1,1,128,Normal
1755285896.951247,192.168.131.52,ICMP,60,91.0,4,128,Normal
1755272412.710111,192.168.41.84,TCP,1073,108.0,4,128,Normal
1755267261.10027,192.168.188.87,TCP,746,329.6,4,128,Normal
1755274708.826141,192.168.162.67,HTTPS,1333,432.6,4,64,Normal
1755271893.955801,192.168.23.119,HTTPS,924,363.9,5,128,Normal
1755280074.187039,192.168.208.134,HTTPS,1231,238.5,4,255,Normal
1755269746.147696,192.168.230.24,TCP,867,378.1,3,255,Normal
1755263711.228889,192.168.144.165,TCP,1122,439.6,2,128,Normal
1755264312.783812,192.168.99.177,HTTPS,1375,101.9,2,128,Normal
1755291703.655804,192.168.46.185,HTTP,1131,18.0,1,64,Normal
1755278691.601669,192.168.154.62,HTTP,1317,19.8,4,128,Normal
1755267999.140021,192.168.142.244,HTTP,1432,305.0,4,64,Normal
1755276797.955502,192.168.203.125,HTTP,347,34.6,1,128,Normal
1755268017.541989,192.168.157.225,HTTP,1461,315.5,5,255,Normal
1755281733.31169,192.168.85.71,TCP,1424,160.3,4,255,Normal
1755279737.171032,192.168.42.153,ICMP,98,8.0,4,64,Normal
1755280862.720968,192.168.220.66,UDP,254,2.5,5,128,Normal
1755287544.739319,192.168.157.145,HTTP,140,63.9,4,64,Normal
1755277794.477797,192.168.107.236,HTTPS,1293,113.8,5,64,Normal
1755291619.171034,192.168.148.215,HTTPS,754,234.3,2,255,Normal
1755282807.232906,192.168.246.207,HTTP,710,177.5,1,64,Normal
1755263803.313333,192.168.59.198,HTTPS,590,430.4,5,64,Normal
1755278348.669311,192.168.65.25,UDP,319,499.8,5,64,Normal
1755264709.029465,192.168.123.104,HTTP,688,26.4,3,255,Normal
1755277309.518989,192.168.203.251,TCP,539,221.0,4,128,Normal
1755266229.787908,192.168.109.31,TCP,1476,464.6,1,255,Normal
1755270432.292066,192.168.236.134,UDP,677,479.8,1,255,Normal
1755286614.496675,192.168.66.158,UDP,413,247.0,4,255,Normal
1755273529.87819,192.168.57.157,TCP,145,355.0,3,255,Normal
1755277932.316225,192.168.128.138,ICMP,60,54.9,1,255,Normal
1755271413.502498,192.168.63.100,HTTPS,580,452.2,1,128,Normal
1755264900.485303,192.168.199.238,HTTP,82,145.5,5,255,Normal
1755277324.315597,192.168.105.64,HTTP,570,226.6,4,255,Normal
1755272583.489475,192.168.25.96,HTTPS,986,163.7,2,64,Normal
1755269865.62531,192.168.133.57,HTTP,65,308.6,5,64,Normal
1755289838.152465,192.168.156.121,UDP,1272,377.4,2,255,Normal
1755275152.607952,192.168.139.122,HTTPS,680,69.7,4,128,Normal
1755265070.715769,192.168.137.189,HTTP,465,4.6,2,64,Normal
1755285795.600311,192.168.190.9,HTTPS,779,468.7,1,128,Normal
1755279919.237802,192.168.102.151,TCP,820,216.2,3,64,Normal
1755267097.372686,192.168.102.161,TCP,1399,252.1,1,64,Normal
